 Month Observed, Year Observed, Species, Latitude, Longitude
May,2017,"Deer, Mule",51.087000738,-114.468316287
May,2017,"Deer, Mule",49.7160599,-113.4143917
May,2017,"Deer, Mule",51.36306928,-113.548866352
May,2017,"Deer, Mule",50.18646725,-111.059417306
May,2017,"Deer, Mule",49.868612,-114.13383
May,2017,"Deer, Mule",49.479501,-113.209025
May,2017,"Deer, Mule",51.139768,-114.027877
May,2017,"Deer, Mule",51.093103266,-114.551476669
May,2017,"Deer, Mule",50.98945658,-114.49807764
May,2017,"Deer, Mule",50.0162895,-110.689768
May,2017,"Deer, Mule",51.17122351,-114.3241763
May,2017,"Deer, Mule",50.56425363,-113.82843009
May,2017,"Deer, Mule",50.8390461,-114.01424033
May,2017,"Deer, Unknown",54.979951317,-112.490707236
May,2017,"Deer, Unknown",53.803534284,-113.59476494
May,2017,"Deer, White-Tailed",55.7356313,-112.201935
May,2017,"Deer, White-Tailed",51.075065453,-115.063982606
May,2017,"Deer, White-Tailed",53.281983426,-115.184389651
May,2017,"Deer, White-Tailed",51.519441982,-114.02547176
May,2017,"Deer, White-Tailed",53.660653965,-114.001854574
May,2017,"Deer, White-Tailed",50.50557111,-113.82810901
May,2017,"Deer, White-Tailed",53.569057616,-114.134537336
May,2017,"Deer, White-Tailed",55.1999483,-112.4672505
May,2017,"Deer, White-Tailed",55.309352,-112.4862093
May,2017,"Deer, White-Tailed",50.910899886,-114.500085376
May,2017,"Deer, White-Tailed",50.70292866,-114.04874131
May,2017,"Deer, White-Tailed",50.892424285,-114.368735254
May,2017,"Deer, White-Tailed",53.5759948,-113.246214977
May,2017,"Deer, White-Tailed",53.02204879,-113.624514537
May,2017,"Deer, White-Tailed",52.426626133,-113.777641514
May,2017,"Deer, White-Tailed",50.00979,-110.72158
May,2017,"Deer, White-Tailed",51.12462922,-114.96867254
May,2017,"Deer, White-Tailed",50.7757277,-114.24228792
May,2017,"Deer, White-Tailed",49.211962,-113.297892
May,2017,"Deer, White-Tailed",53.368485505,-113.745418796
May,2017,"Deer, White-Tailed",49.164364,-112.093119
May,2017,"Deer, White-Tailed",55.458026449,-118.386285966
May,2017,"Deer, White-Tailed",55.46893667,-118.388243979
May,2017,"Deer, White-Tailed",55.506747393,-118.388376245
May,2017,"Deer, White-Tailed",52.147932588,-113.814381156
May,2017,"Deer, White-Tailed",51.03785439,-113.4569397
May,2017,"Deer, White-Tailed",55.214680127,-112.467128187
May,2017,"Deer, White-Tailed",52.883283156,-113.418714171
May,2017,"Deer, White-Tailed",50.79410985,-113.96180621
May,2017,"Deer, White-Tailed",51.03770003,-113.49391602
May,2017,"Deer, White-Tailed",50.80028792,-113.42133333
May,2017,"Deer, White-Tailed",52.189855473,-113.819253976
May,2017,"Deer, White-Tailed",52.214318141,-113.813632401
May,2017,"Deer, White-Tailed",54.316027933,-116.529856939
May,2017,"Deer, White-Tailed",54.439113289,-116.922739958
May,2017,Elk,51.04888923,-115.298281107
May,2017,Elk,55.713180509,-118.388657207
May,2017,"Fox, Red",49.797369989,-113.523285203
May,2017,Hawk/Eagle,49.906,-112.779885
May,2017,Hawk/Eagle,49.64723204,-112.62308552
May,2017,Moose,51.161713586,-114.763355171
May,2017,Moose,56.745488159,-117.644821135
May,2017,Moose,56.507753497,-117.661374053
May,2017,Moose,53.366932003,-112.760870056
May,2017,Moose,53.366900864,-112.760723457
May,2017,Moose,51.17812081,-114.35617341
May,2017,Owl,49.78674866,-113.1094956
May,2017,Owl,49.17016,-112.1061
May,2017,Owl,56.539933,-111.3112772
May,2017,Porcupine,52.767049879,-113.643625995
May,2017,Porcupine,53.7298631,-113.3223278
May,2017,Porcupine,51.386964829,-113.071530797
May,2017,Porcupine,52.84342641,-113.99817911
May,2017,Pronghorn/Antelope,49.434687,-111.440055
May,2017,Pronghorn/Antelope,49.80076296,-110.34364342
May,2017,Rabbits and Hares,49.95030822,-110.22903904
May,2017,Rabbits and Hares,49.45031975,-112.42296962
May,2017,Rabbits and Hares,49.51321,-113.02454
May,2017,Rabbits and Hares,49.557936371,-114.058604873
May,2017,Raccoon,49.79035967,-113.06639237
May,2017,Raven/Crow/Magpie,52.230124993,-113.783548475
May,2017,"Skunk, Striped",51.277561546,-113.591544489
May,2017,"Skunk, Striped",53.330985491,-112.577229103
May,2017,"Skunk, Striped",50.128743555,-110.888413992
May,2017,"Skunk, Striped",49.757758989,-113.301307932
May,2017,"Skunk, Striped",49.67516711,-112.77913556
May,2017,"Skunk, Striped",49.714716929,-113.389258236
May,2017,Woodchucks and Marmots,56.1046882,-110.8974549
June,2017,"Animal, Unknown",51.517652529,-114.024979994
June,2017,"Animal, Unknown",49.82732279,-111.60895705
June,2017,Badger,49.14474706,-112.06538789
June,2017,Badger,50.18726266,-110.30069853
June,2017,Badger,50.09165705,-111.71487127
June,2017,"Bear, Black",50.02975989,-114.14952842
June,2017,"Bear, Black",56.1351898,-111.7768738
June,2017,"Bear, Grizzly",53.392430758,-117.723155636
June,2017,Beaver,54.37187,-112.9338558
June,2017,Beaver,56.556587974,-115.30574888
June,2017,"Cat, Domestic",49.612688038,-114.179361595
June,2017,"Cat, Domestic",51.03752878,-113.18030024
June,2017,"Cat, Domestic",51.03754094,-113.16794959
June,2017,Coyote,52.89078454,-113.64351145
June,2017,Coyote,56.762812086,-117.64481049
June,2017,Coyote,49.5032089,-112.762302
June,2017,Coyote,49.64234437,-111.44968435
June,2017,Coyote,54.101058314,-112.539586723
June,2017,Coyote,55.2294491,-119.453634415
June,2017,Coyote,54.21034039,-113.025824698
June,2017,Coyote,49.02814764,-111.79076625
June,2017,Coyote,54.9100691,-112.5304166
June,2017,Coyote,51.16338384,-114.10740589
June,2017,"Deer, Mule",52.080758885,-113.862702241
June,2017,"Deer, Mule",53.932245649,-115.103908125
June,2017,"Deer, Mule",54.22863448,-115.32907052
June,2017,"Deer, Mule",50.54333001,-113.82837697
June,2017,"Deer, Mule",50.769253,-114.042549
June,2017,"Deer, Mule",49.137459,-113.787181
June,2017,"Deer, Mule",49.629101,-114.64096
June,2017,"Deer, Mule",49.814773602,-111.891630739
June,2017,"Deer, Mule",50.668069,-113.861875
June,2017,"Deer, Mule",49.76914034,-112.97039346
June,2017,"Deer, Mule",52.086364157,-113.854988292
June,2017,"Deer, Mule",51.03799044,-113.4987877
June,2017,"Deer, Mule",51.08683771,-114.488989245
June,2017,"Deer, Mule",50.00607645,-110.68687652
June,2017,"Deer, Mule",50.033818791,-114.150258498
June,2017,"Deer, Mule",53.33923802,-112.605051852
June,2017,"Deer, Mule",51.794998976,-114.179082457
June,2017,"Deer, Mule",49.63613,-114.50748
June,2017,"Deer, Mule",49.5573918,-114.31483195
June,2017,"Deer, Mule",49.16526,-113.27244
June,2017,"Deer, Mule",50.840093,-113.974227
June,2017,"Deer, Mule",49.706504758,-113.461380154
June,2017,"Deer, Mule",51.09083984,-114.56813137
June,2017,"Deer, Mule",49.38539,-113.925561
June,2017,"Deer, Mule",49.319555,-113.612076
June,2017,"Deer, Mule",50.70122062,-113.93113962
June,2017,"Deer, Mule",50.759902,-113.975665
June,2017,"Deer, Mule",55.768480869,-118.767418563
June,2017,"Deer, Mule",49.46615121,-114.1766256
June,2017,"Deer, Mule",51.11544279,-114.65497402
June,2017,"Deer, Mule",49.34518201,-111.44084462
June,2017,"Deer, Mule",49.16524,-113.27178
June,2017,"Deer, Mule",49.56139,-114.03081
June,2017,"Deer, Mule",49.71500182,-112.88284754
June,2017,"Deer, Mule",51.05986,-113.29878
June,2017,"Deer, Mule",49.49054,-113.95041001
June,2017,"Deer, Mule",49.567145,-114.358167
June,2017,"Deer, Mule",49.70501873,-112.75754108
June,2017,"Deer, Mule",50.4716,-113.829689
June,2017,"Deer, Mule",53.643405265,-114.223430855
June,2017,"Deer, Mule",50.00268,-110.60361
June,2017,"Deer, Mule",51.175745,-113.920636
June,2017,"Deer, Mule",51.149672,-114.193797
June,2017,"Deer, Mule",50.196242,-111.09332
June,2017,"Deer, Mule",51.322798971,-113.591354471
June,2017,"Deer, Mule",49.86378754,-112.62581887
June,2017,"Deer, Mule",51.794388774,-113.713494474
June,2017,"Deer, Mule",49.552676,-114.045878
June,2017,"Deer, Mule",49.63028651,-114.18190727
June,2017,"Deer, Mule",49.198349,-113.382146
June,2017,"Deer, Mule",51.173397,-114.072068
June,2017,"Deer, Mule",49.5415863,-114.00983034
June,2017,"Deer, Mule",50.83396807,-112.74645663
June,2017,"Deer, Mule",50.83440829,-112.76605378
June,2017,"Deer, Mule",49.962076803,-112.083246745
June,2017,"Deer, Mule",49.56453789,-114.06946274
June,2017,"Deer, Mule",50.84870111,-113.50111709
June,2017,"Deer, Mule",50.041431,-110.716223
June,2017,"Deer, Mule",49.556391,-114.294045
June,2017,"Deer, Mule",49.556367,-114.333893
June,2017,"Deer, Mule",50.64565,-113.835954
June,2017,"Deer, Mule",50.627523,-113.836898
June,2017,"Deer, Mule",52.136855107,-113.719908055
June,2017,"Deer, Mule",50.95102758,-113.07453377
June,2017,"Deer, Mule",50.90740299,-113.70987346
June,2017,"Deer, Mule",51.125882,-114.045681
June,2017,"Deer, Mule",54.707185412,-117.120715147
June,2017,"Deer, Mule",51.19142,-114.4613
June,2017,"Deer, Mule",50.00280935,-110.65464575
June,2017,"Deer, Mule",51.343627,-114.474179
June,2017,"Deer, Mule",51.17054,-114.31565
June,2017,"Deer, Mule",55.3335656,-118.7719242
June,2017,"Deer, Mule",49.87249,-111.4054
June,2017,"Deer, Mule",51.0884609,-114.29254281
June,2017,"Deer, Mule",49.12298187,-112.07045906
June,2017,"Deer, Mule",50.4293046,-113.2556751
June,2017,"Deer, Mule",51.12411325,-114.46690876
June,2017,"Deer, Mule",50.90707137,-113.88866811
June,2017,"Deer, Mule",51.20310282,-114.50197253
June,2017,"Deer, Mule",49.84509375,-111.44138187
June,2017,"Deer, Mule",54.5600038,-113.3827996
June,2017,"Deer, Mule",52.282833033,-113.991050637
June,2017,"Deer, Mule",50.32011409,-113.89862573
June,2017,"Deer, Mule",51.127081,-114.045898
June,2017,"Deer, Mule",54.08630483,-113.02109018
June,2017,"Deer, Mule",51.16238461,-114.00649101
June,2017,"Deer, Mule",54.586349591,-117.042040005
June,2017,"Deer, Mule",55.7542085,-110.9021566
June,2017,"Deer, Mule",51.227116655,-113.260416733
June,2017,"Deer, Mule",50.90447651,-113.6105681
June,2017,"Deer, Mule",51.03785,-113.58816
June,2017,"Deer, Unknown",55.228714349,-118.734045276
June,2017,"Deer, Unknown",54.055084074,-115.33716375
June,2017,"Deer, Unknown",50.25176741,-111.84495263
June,2017,"Deer, Unknown",55.189938945,-112.473920205
June,2017,"Deer, Unknown",54.9791736,-118.7795248
June,2017,"Deer, Unknown",53.42815862,-113.497407083
June,2017,"Deer, Unknown",54.075529203,-113.025763015
June,2017,"Deer, Unknown",51.16002576,-114.00987368
June,2017,"Deer, Unknown",55.445032236,-119.86826621
June,2017,"Deer, Unknown",51.15260697,-114.13887192
June,2017,"Deer, Unknown",52.587579084,-113.663426433
June,2017,"Deer, Unknown",52.631509481,-113.663538408
June,2017,"Deer, Unknown",52.76938491,-113.643671544
June,2017,"Deer, White-Tailed",49.989751,-110.628031
June,2017,"Deer, White-Tailed",50.909293075,-114.487166768
June,2017,"Deer, White-Tailed",53.548550494,-114.984291159
June,2017,"Deer, White-Tailed",53.602195638,-115.137769254
June,2017,"Deer, White-Tailed",50.661159,-113.841682
June,2017,"Deer, White-Tailed",53.715556604,-114.24047797
June,2017,"Deer, White-Tailed",50.79260127,-114.30190035
June,2017,"Deer, White-Tailed",50.473971665,-113.253662847
June,2017,"Deer, White-Tailed",50.79769187,-114.30217644
June,2017,"Deer, White-Tailed",55.193290659,-119.153995626
June,2017,"Deer, White-Tailed",50.79287614,-113.97478456
June,2017,"Deer, White-Tailed",51.956300489,-114.662928907
June,2017,"Deer, White-Tailed",49.625056,-114.667568
June,2017,"Deer, White-Tailed",49.631617,-114.580364
June,2017,"Deer, White-Tailed",55.403300794,-119.290097449
June,2017,"Deer, White-Tailed",53.049069908,-113.603012441
June,2017,"Deer, White-Tailed",52.997307759,-113.643423272
June,2017,"Deer, White-Tailed",51.091273623,-115.051409667
June,2017,"Deer, White-Tailed",51.082924702,-115.055646971
June,2017,"Deer, White-Tailed",52.214191868,-113.814571342
June,2017,"Deer, White-Tailed",52.959866887,-113.225368476
June,2017,"Deer, White-Tailed",50.716248,-113.882159
June,2017,"Deer, White-Tailed",50.39133204,-114.22640118
June,2017,"Deer, White-Tailed",55.2152852,-118.7955575
June,2017,"Deer, White-Tailed",54.312811126,-116.488365764
June,2017,"Deer, White-Tailed",57.301515327,-117.54430837
June,2017,"Deer, White-Tailed",49.94446,-112.6333268
June,2017,"Deer, White-Tailed",50.440287,-113.827521
June,2017,"Deer, White-Tailed",53.569883443,-114.405672625
June,2017,"Deer, White-Tailed",49.484018,-113.307666
June,2017,"Deer, White-Tailed",53.859984172,-114.810448978
June,2017,"Deer, White-Tailed",55.170288,-119.1151615
June,2017,"Deer, White-Tailed",53.579895336,-114.738927451
June,2017,"Deer, White-Tailed",53.805867371,-114.445780166
June,2017,"Deer, White-Tailed",54.256599763,-114.189974443
June,2017,"Deer, White-Tailed",54.011839731,-114.317198182
June,2017,"Deer, White-Tailed",53.730269735,-114.360511591
June,2017,"Deer, White-Tailed",49.301363,-113.871276
June,2017,"Deer, White-Tailed",54.048011466,-115.32339924
June,2017,"Deer, White-Tailed",54.053668999,-115.333765475
June,2017,"Deer, White-Tailed",49.960460956,-114.130826948
June,2017,"Deer, White-Tailed",54.49428306,-116.980476603
June,2017,"Deer, White-Tailed",55.213704,-118.0085302
June,2017,"Deer, White-Tailed",51.793421335,-114.036981454
June,2017,"Deer, White-Tailed",52.959840568,-113.639791813
June,2017,"Deer, White-Tailed",53.888452929,-119.120661803
June,2017,"Deer, White-Tailed",53.006667285,-113.637804799
June,2017,"Deer, White-Tailed",50.8925681,-114.24751152
June,2017,"Deer, White-Tailed",50.79194,-113.959488
June,2017,"Deer, White-Tailed",53.770445109,-113.645352903
June,2017,"Deer, White-Tailed",53.789645671,-115.983413598
June,2017,"Deer, White-Tailed",49.469915495,-113.303609267
June,2017,"Deer, White-Tailed",54.069284216,-113.027261607
June,2017,"Deer, White-Tailed",54.023357503,-113.120046929
June,2017,"Deer, White-Tailed",53.540643174,-116.8147357
June,2017,"Deer, White-Tailed",53.571480573,-116.69237148
June,2017,"Deer, White-Tailed",53.598291927,-115.102889456
June,2017,"Deer, White-Tailed",53.580387393,-116.329663983
June,2017,"Deer, White-Tailed",51.15489563,-114.80236272
June,2017,"Deer, White-Tailed",51.11353194,-113.67926479
June,2017,"Deer, White-Tailed",54.318841863,-115.701360628
June,2017,"Deer, White-Tailed",54.061883935,-115.829819664
June,2017,"Deer, White-Tailed",50.505683231,-114.819571255
June,2017,"Deer, White-Tailed",49.614269,-114.44759
June,2017,"Deer, White-Tailed",54.5901133,-113.1299073
June,2017,"Deer, White-Tailed",53.600963079,-115.959646711
June,2017,"Deer, White-Tailed",52.283403967,-114.050044818
June,2017,"Deer, White-Tailed",54.194262212,-115.832042984
June,2017,"Deer, White-Tailed",54.4469372,-113.4419434
June,2017,"Deer, White-Tailed",54.5365795,-113.3830072
June,2017,"Deer, White-Tailed",49.774822395,-113.51947479
June,2017,"Deer, White-Tailed",49.995692792,-113.566889875
June,2017,"Deer, White-Tailed",50.244706419,-113.658815548
June,2017,"Deer, White-Tailed",54.043171402,-115.833487039
June,2017,"Deer, White-Tailed",54.064840057,-115.449038064
June,2017,"Deer, White-Tailed",54.1791758,-111.0981932
June,2017,"Deer, White-Tailed",50.89226565,-114.19345892
June,2017,"Deer, White-Tailed",51.059469,-115.135173
June,2017,"Deer, White-Tailed",50.952720637,-114.558897922
June,2017,"Deer, White-Tailed",53.575790213,-116.270496883
June,2017,"Deer, White-Tailed",53.454079027,-114.627676047
June,2017,"Deer, White-Tailed",54.2739709,-110.9837167
June,2017,"Deer, White-Tailed",50.85534,-113.01673
June,2017,"Deer, White-Tailed",54.194692614,-113.025706597
June,2017,"Deer, White-Tailed",49.7453588,-112.9296052
June,2017,"Deer, White-Tailed",50.0087728,-113.1080463
June,2017,"Deer, White-Tailed",51.035892,-114.002857
June,2017,"Deer, White-Tailed",51.203072689,-114.772756167
June,2017,"Deer, White-Tailed",51.063366964,-115.130997213
June,2017,"Deer, White-Tailed",49.70748124,-112.86096264
June,2017,"Deer, White-Tailed",50.0612,-113.1894
June,2017,"Deer, White-Tailed",54.298436036,-116.280345032
June,2017,"Deer, White-Tailed",51.08713396,-114.49850876
June,2017,"Deer, White-Tailed",50.755034457,-114.463252779
June,2017,"Deer, White-Tailed",54.163487369,-115.731583123
June,2017,"Deer, White-Tailed",54.205187056,-115.929492444
June,2017,"Deer, White-Tailed",49.434812,-110.813684
June,2017,"Deer, White-Tailed",53.705040266,-114.648162768
June,2017,"Deer, White-Tailed",54.572888967,-117.035984919
June,2017,"Deer, White-Tailed",49.7239201,-112.89200853
June,2017,"Deer, White-Tailed",55.441806293,-117.160307821
June,2017,"Deer, White-Tailed",50.164429577,-112.368792035
June,2017,"Deer, White-Tailed",50.8697143,-113.02934979
June,2017,"Deer, White-Tailed",49.993753,-110.738968
June,2017,"Deer, White-Tailed",54.8199836,-112.344775
June,2017,"Deer, White-Tailed",54.186453597,-113.026280589
June,2017,"Deer, White-Tailed",51.10299,-115.01504
June,2017,"Deer, White-Tailed",50.687975,-113.885307
June,2017,"Deer, White-Tailed",54.150572312,-115.717260745
June,2017,"Deer, White-Tailed",55.71175701,-117.538885782
June,2017,"Deer, White-Tailed",54.193967808,-115.830509593
June,2017,"Deer, White-Tailed",51.03803343,-113.42695329
June,2017,"Deer, White-Tailed",52.469288805,-114.074199451
June,2017,"Deer, White-Tailed",49.564108,-114.356327
June,2017,"Deer, White-Tailed",51.0553426,-115.31302153
June,2017,"Deer, White-Tailed",50.81020793,-113.98213218
June,2017,"Deer, White-Tailed",49.79693,-113.05446
June,2017,"Deer, White-Tailed",49.78636432,-113.01839027
June,2017,"Deer, White-Tailed",50.8489674,-113.44946566
June,2017,"Deer, White-Tailed",51.31074657,-114.47056849
June,2017,"Deer, White-Tailed",54.300281648,-116.299324678
